,google map_boundary,map_height(km),map_wide(km),step_length(m),wide_grid_num,height_grid_num,total_point,max_train_step in episode,pre_train_step,learning_rate,Google r,Google charge num,Google SOC,Google time
0,"{'north': 23.7945834, 'east': 90.4186483, 'south': 23.7618537, 'west': 90.35846939999999}",3.6393765905985282,6.124329911646815,1000,6.124329911646815,3.6393765905985282,28,112,560,0.0001,-0.02575769456453263,0,0.9,1777
